,,,Up_SR,Down_SR,Up_TR,Down_TR
period1,sc01,t5086, 45 , 45 ,,
period1,sc01,t5087, 45 , 45 ,,
period1,sc01,t5088, 45 , 45 ,,
period1,sc01,t5089, 45 , 45 ,,
period1,sc01,t5090, 45 , 45 ,,
period1,sc01,t5091, 45 , 45 ,,
period1,sc01,t5092, 45 , 45 ,,
period1,sc01,t5093, 45 , 45 ,,
period1,sc01,t5094, 45 , 45 ,,
period1,sc01,t5095, 45 , 45 ,,
period1,sc01,t5096, 45 , 45 ,,
period1,sc01,t5097, 45 , 45 ,,
period1,sc01,t5098, 45 , 45 ,,
period1,sc01,t5099, 10 , 10 ,,
period1,sc01,t5100, 10 , 10 ,,
period1,sc01,t5101, 10 , 10 ,,
period1,sc01,t5102, 10 , 10 ,,
period1,sc01,t5103, 10 , 10 ,,
period1,sc01,t5104, 10 , 10 ,,
period1,sc01,t5105, 45 , 45 ,,
period1,sc01,t5106, 45 , 45 ,,
period1,sc01,t5107, 45 , 45 ,,
period1,sc01,t5108, 45 , 45 ,,
period1,sc01,t5109, 45 , 45 ,,
period1,sc01,t5110, 45 , 45 ,,
period1,sc01,t5111, 45 , 45 ,,
period1,sc01,t5112, 45 , 45 ,,
period1,sc01,t5113, 45 , 45 ,,
period1,sc01,t5114, 45 , 45 ,,
period1,sc01,t5115, 45 , 45 ,,
period1,sc01,t5116, 45 , 45 ,,
period1,sc01,t5117, 45 , 45 ,,
period1,sc01,t5118, 45 , 45 ,,
period1,sc01,t5119, 45 , 45 ,,
period1,sc01,t5120, 45 , 45 ,,
period1,sc01,t5121, 45 , 45 ,,
period1,sc01,t5122, 45 , 45 ,,
period1,sc01,t5123, 10 , 10 ,,
period1,sc01,t5124, 10 , 10 ,,
period1,sc01,t5125, 10 , 10 ,,
period1,sc01,t5126, 10 , 10 ,,
period1,sc01,t5127, 10 , 10 ,,
period1,sc01,t5128, 10 , 10 ,,
period1,sc01,t5129, 45 , 45 ,,
period1,sc01,t5130, 45 , 45 ,,
period1,sc01,t5131, 45 , 45 ,,
period1,sc01,t5132, 45 , 45 ,,
period1,sc01,t5133, 45 , 45 ,,
period1,sc01,t5134, 45 , 45 ,,
period1,sc01,t5135, 45 , 45 ,,
period1,sc01,t5136, 45 , 45 ,,
period1,sc01,t5137, 45 , 45 ,,
period1,sc01,t5138, 45 , 45 ,,
period1,sc01,t5139, 45 , 45 ,,
period1,sc01,t5140, 45 , 45 ,,
period1,sc01,t5141, 45 , 45 ,,
period1,sc01,t5142, 45 , 45 ,,
period1,sc01,t5143, 45 , 45 ,,
period1,sc01,t5144, 45 , 45 ,,
period1,sc01,t5145, 45 , 45 ,,
period1,sc01,t5146, 45 , 45 ,,
period1,sc01,t5147, 10 , 10 ,,
period1,sc01,t5148, 10 , 10 ,,
period1,sc01,t5149, 10 , 10 ,,
period1,sc01,t5150, 10 , 10 ,,
period1,sc01,t5151, 10 , 10 ,,
period1,sc01,t5152, 10 , 10 ,,
period1,sc01,t5153, 45 , 45 ,,
period1,sc01,t5154, 45 , 45 ,,
period1,sc01,t5155, 45 , 45 ,,
period1,sc01,t5156, 45 , 45 ,,
period1,sc01,t5157, 45 , 45 ,,
period1,sc01,t5158, 45 , 45 ,,
period1,sc01,t5159, 45 , 45 ,,
period1,sc01,t5160, 45 , 45 ,,
period1,sc01,t5161, 45 , 45 ,,
period1,sc01,t5162, 45 , 45 ,,
period1,sc01,t5163, 45 , 45 ,,
period1,sc01,t5164, 45 , 45 ,,
period1,sc01,t5165, 45 , 45 ,,
period1,sc01,t5166, 45 , 45 ,,
period1,sc01,t5167, 45 , 45 ,,
period1,sc01,t5168, 45 , 45 ,,
period1,sc01,t5169, 45 , 45 ,,
period1,sc01,t5170, 45 , 45 ,,
period1,sc01,t5171, 10 , 10 ,,
period1,sc01,t5172, 10 , 10 ,,
period1,sc01,t5173, 10 , 10 ,,
period1,sc01,t5174, 10 , 10 ,,
period1,sc01,t5175, 10 , 10 ,,
period1,sc01,t5176, 10 , 10 ,,
period1,sc01,t5177, 45 , 45 ,,
period1,sc01,t5178, 45 , 45 ,,
period1,sc01,t5179, 45 , 45 ,,
period1,sc01,t5180, 45 , 45 ,,
period1,sc01,t5181, 45 , 45 ,,
period1,sc01,t5182, 45 , 45 ,,
period1,sc01,t5183, 45 , 45 ,,
period1,sc01,t5184, 45 , 45 ,,
period1,sc01,t5185, 45 , 45 ,,
period1,sc01,t5186, 45 , 45 ,,
period1,sc01,t5187, 45 , 45 ,,
period1,sc01,t5188, 45 , 45 ,,
period1,sc01,t5189, 45 , 45 ,,
period1,sc01,t5190, 45 , 45 ,,
period1,sc01,t5191, 45 , 45 ,,
period1,sc01,t5192, 45 , 45 ,,
period1,sc01,t5193, 45 , 45 ,,
period1,sc01,t5194, 45 , 45 ,,
period1,sc01,t5195, 10 , 10 ,,
period1,sc01,t5196, 10 , 10 ,,
period1,sc01,t5197, 10 , 10 ,,
period1,sc01,t5198, 10 , 10 ,,
period1,sc01,t5199, 10 , 10 ,,
period1,sc01,t5200, 10 , 10 ,,
period1,sc01,t5201, 45 , 45 ,,
period1,sc01,t5202, 45 , 45 ,,
period1,sc01,t5203, 45 , 45 ,,
period1,sc01,t5204, 45 , 45 ,,
period1,sc01,t5205, 45 , 45 ,,
period1,sc01,t5206, 45 , 45 ,,
period1,sc01,t5207, 45 , 45 ,,
period1,sc01,t5208, 45 , 45 ,,
period1,sc01,t5209, 45 , 45 ,,
period1,sc01,t5210, 45 , 45 ,,
period1,sc01,t5211, 45 , 45 ,,
period1,sc01,t5212, 45 , 45 ,,
period1,sc01,t5213, 45 , 45 ,,
period1,sc01,t5214, 45 , 45 ,,
period1,sc01,t5215, 45 , 45 ,,
period1,sc01,t5216, 45 , 45 ,,
period1,sc01,t5217, 45 , 45 ,,
period1,sc01,t5218, 45 , 45 ,,
period1,sc01,t5219, 10 , 10 ,,
period1,sc01,t5220, 10 , 10 ,,
period1,sc01,t5221, 10 , 10 ,,
period1,sc01,t5222, 10 , 10 ,,
period1,sc01,t5223, 10 , 10 ,,
period1,sc01,t5224, 10 , 10 ,,
period1,sc01,t5225, 45 , 45 ,,
period1,sc01,t5226, 45 , 45 ,,
period1,sc01,t5227, 45 , 45 ,,
period1,sc01,t5228, 45 , 45 ,,
period1,sc01,t5229, 45 , 45 ,,
period1,sc01,t5230, 45 , 45 ,,
period1,sc01,t5231, 45 , 45 ,,
period1,sc01,t5232, 45 , 45 ,,
period1,sc01,t5233, 45 , 45 ,,
period1,sc01,t5234, 45 , 45 ,,
period1,sc01,t5235, 45 , 45 ,,
period1,sc01,t5236, 45 , 45 ,,
period1,sc01,t5237, 45 , 45 ,,
period1,sc01,t5238, 45 , 45 ,,
period1,sc01,t5239, 45 , 45 ,,
period1,sc01,t5240, 45 , 45 ,,
period1,sc01,t5241, 45 , 45 ,,
period1,sc01,t5242, 45 , 45 ,,
period1,sc01,t5243, 10 , 10 ,,
period1,sc01,t5244, 10 , 10 ,,
period1,sc01,t5245, 10 , 10 ,,
period1,sc01,t5246, 10 , 10 ,,
period1,sc01,t5247, 10 , 10 ,,
period1,sc01,t5248, 10 , 10 ,,
period1,sc01,t5249, 45 , 45 ,,
period1,sc01,t5250, 45 , 45 ,,
period1,sc01,t5251, 45 , 45 ,,
period1,sc01,t5252, 45 , 45 ,,
period1,sc01,t5253, 45 , 45 ,,
period1,sc01,t5254, 45 , 45 ,,
period1,sc01,t5255, 45 , 45 ,,
period1,sc01,t5256, 45 , 45 ,,
period1,sc01,t5257, 45 , 45 ,,
period1,sc01,t5258, 45 , 45 ,,
period1,sc01,t5259, 45 , 45 ,,
period1,sc01,t5260, 45 , 45 ,,
period1,sc01,t5261, 45 , 45 ,,
period1,sc01,t5262, 45 , 45 ,,
period1,sc01,t5263, 45 , 45 ,,
period1,sc01,t5264, 45 , 45 ,,
period1,sc01,t5265, 45 , 45 ,,
period1,sc01,t5266, 45 , 45 ,,
period1,sc01,t5267, 10 , 10 ,,
period1,sc01,t5268, 10 , 10 ,,
period1,sc01,t5269, 10 , 10 ,,
period1,sc01,t5270, 10 , 10 ,,
period1,sc01,t5271, 10 , 10 ,,
period1,sc01,t5272, 10 , 10 ,,
period1,sc01,t5273, 45 , 45 ,,
period1,sc01,t5274, 45 , 45 ,,
period1,sc01,t5275, 45 , 45 ,,
period1,sc01,t5276, 45 , 45 ,,
period1,sc01,t5277, 45 , 45 ,,
period1,sc01,t5278, 45 , 45 ,,
period1,sc01,t5279, 45 , 45 ,,
period1,sc01,t5280, 45 , 45 ,,
period1,sc01,t5281, 45 , 45 ,,
period1,sc01,t5282, 45 , 45 ,,
period1,sc01,t5283, 45 , 45 ,,
period1,sc01,t5284, 45 , 45 ,,
period1,sc01,t5285, 45 , 45 ,,
period1,sc01,t5286, 45 , 45 ,,
period1,sc01,t5287, 45 , 45 ,,
period1,sc01,t5288, 45 , 45 ,,
period1,sc01,t5289, 45 , 45 ,,
period1,sc01,t5290, 45 , 45 ,,
period1,sc01,t5291, 10 , 10 ,,
period1,sc01,t5292, 10 , 10 ,,
period1,sc01,t5293, 10 , 10 ,,
period1,sc01,t5294, 10 , 10 ,,
period1,sc01,t5295, 10 , 10 ,,
period1,sc01,t5296, 10 , 10 ,,
period1,sc01,t5297, 45 , 45 ,,
period1,sc01,t5298, 45 , 45 ,,
period1,sc01,t5299, 45 , 45 ,,
period1,sc01,t5300, 45 , 45 ,,
period1,sc01,t5301, 45 , 45 ,,
period1,sc01,t5302, 45 , 45 ,,
period1,sc01,t5303, 45 , 45 ,,
period1,sc01,t5304, 45 , 45 ,,
period1,sc01,t5305, 45 , 45 ,,
period1,sc01,t5306, 45 , 45 ,,
period1,sc01,t5307, 45 , 45 ,,
period1,sc01,t5308, 45 , 45 ,,
period1,sc01,t5309, 45 , 45 ,,
period1,sc01,t5310, 45 , 45 ,,
period1,sc01,t5311, 45 , 45 ,,
period1,sc01,t5312, 45 , 45 ,,
period1,sc01,t5313, 45 , 45 ,,
period1,sc01,t5314, 45 , 45 ,,
period1,sc01,t5315, 10 , 10 ,,
period1,sc01,t5316, 10 , 10 ,,
period1,sc01,t5317, 10 , 10 ,,
period1,sc01,t5318, 10 , 10 ,,
period1,sc01,t5319, 10 , 10 ,,
period1,sc01,t5320, 10 , 10 ,,
period1,sc01,t5321, 45 , 45 ,,
period1,sc01,t5322, 45 , 45 ,,
period1,sc01,t5323, 45 , 45 ,,
period1,sc01,t5324, 45 , 45 ,,
period1,sc01,t5325, 45 , 45 ,,
period1,sc01,t5326, 45 , 45 ,,
period1,sc01,t5327, 45 , 45 ,,
period1,sc01,t5328, 45 , 45 ,,
period1,sc01,t5329, 45 , 45 ,,
period1,sc01,t5330, 45 , 45 ,,
period1,sc01,t5331, 45 , 45 ,,
period1,sc01,t5332, 45 , 45 ,,
period1,sc01,t5333, 45 , 45 ,,
period1,sc01,t5334, 45 , 45 ,,
period1,sc01,t5335, 45 , 45 ,,
period1,sc01,t5336, 45 , 45 ,,
period1,sc01,t5337, 45 , 45 ,,
period1,sc01,t5338, 45 , 45 ,,
period1,sc01,t5339, 10 , 10 ,,
period1,sc01,t5340, 10 , 10 ,,
period1,sc01,t5341, 10 , 10 ,,
period1,sc01,t5342, 10 , 10 ,,
period1,sc01,t5343, 10 , 10 ,,
period1,sc01,t5344, 10 , 10 ,,
period1,sc01,t5345, 45 , 45 ,,
period1,sc01,t5346, 45 , 45 ,,
period1,sc01,t5347, 45 , 45 ,,
period1,sc01,t5348, 45 , 45 ,,
period1,sc01,t5349, 45 , 45 ,,
period1,sc01,t5350, 45 , 45 ,,
period1,sc01,t5351, 45 , 45 ,,
period1,sc01,t5352, 45 , 45 ,,
period1,sc01,t5353, 45 , 45 ,,
period1,sc01,t5354, 45 , 45 ,,
period1,sc01,t5355, 45 , 45 ,,
period1,sc01,t5356, 45 , 45 ,,
period1,sc01,t5357, 45 , 45 ,,
period1,sc01,t5358, 45 , 45 ,,
period1,sc01,t5359, 45 , 45 ,,
period1,sc01,t5360, 45 , 45 ,,
period1,sc01,t5361, 45 , 45 ,,
period1,sc01,t5362, 45 , 45 ,,
period1,sc01,t5363, 10 , 10 ,,
period1,sc01,t5364, 10 , 10 ,,
period1,sc01,t5365, 10 , 10 ,,
period1,sc01,t5366, 10 , 10 ,,
period1,sc01,t5367, 10 , 10 ,,
period1,sc01,t5368, 10 , 10 ,,
period1,sc01,t5369, 45 , 45 ,,
period1,sc01,t5370, 45 , 45 ,,
period1,sc01,t5371, 45 , 45 ,,
period1,sc01,t5372, 45 , 45 ,,
period1,sc01,t5373, 45 , 45 ,,
period1,sc01,t5374, 45 , 45 ,,
period1,sc01,t5375, 45 , 45 ,,
period1,sc01,t5376, 45 , 45 ,,
period1,sc01,t5377, 45 , 45 ,,
period1,sc01,t5378, 45 , 45 ,,
period1,sc01,t5379, 45 , 45 ,,
period1,sc01,t5380, 45 , 45 ,,
period1,sc01,t5381, 45 , 45 ,,
period1,sc01,t5382, 45 , 45 ,,
period1,sc01,t5383, 45 , 45 ,,
period1,sc01,t5384, 45 , 45 ,,
period1,sc01,t5385, 45 , 45 ,,
period1,sc01,t5386, 45 , 45 ,,
period1,sc01,t5387, 10 , 10 ,,
period1,sc01,t5388, 10 , 10 ,,
period1,sc01,t5389, 10 , 10 ,,
period1,sc01,t5390, 10 , 10 ,,
period1,sc01,t5391, 10 , 10 ,,
period1,sc01,t5392, 10 , 10 ,,
period1,sc01,t5393, 45 , 45 ,,
period1,sc01,t5394, 45 , 45 ,,
period1,sc01,t5395, 45 , 45 ,,
period1,sc01,t5396, 45 , 45 ,,
period1,sc01,t5397, 45 , 45 ,,
period1,sc01,t5398, 45 , 45 ,,
period1,sc01,t5399, 45 , 45 ,,
period1,sc01,t5400, 45 , 45 ,,
period1,sc01,t5401, 45 , 45 ,,
period1,sc01,t5402, 45 , 45 ,,
period1,sc01,t5403, 45 , 45 ,,
period1,sc01,t5404, 45 , 45 ,,
period1,sc01,t5405, 45 , 45 ,,
period1,sc01,t5406, 45 , 45 ,,
period1,sc01,t5407, 45 , 45 ,,
period1,sc01,t5408, 45 , 45 ,,
period1,sc01,t5409, 45 , 45 ,,
period1,sc01,t5410, 45 , 45 ,,
period1,sc01,t5411, 10 , 10 ,,
period1,sc01,t5412, 10 , 10 ,,
period1,sc01,t5413, 10 , 10 ,,
period1,sc01,t5414, 10 , 10 ,,
period1,sc01,t5415, 10 , 10 ,,
period1,sc01,t5416, 10 , 10 ,,
period1,sc01,t5417, 45 , 45 ,,
period1,sc01,t5418, 45 , 45 ,,
period1,sc01,t5419, 45 , 45 ,,
period1,sc01,t5420, 45 , 45 ,,
period1,sc01,t5421, 45 , 45 ,,
period1,sc01,t5422, 45 , 45 ,,
period1,sc01,t5423, 45 , 45 ,,
period1,sc01,t5424, 45 , 45 ,,
period1,sc01,t5425, 45 , 45 ,,
period1,sc01,t5426, 45 , 45 ,,
period1,sc01,t5427, 45 , 45 ,,
period1,sc01,t5428, 45 , 45 ,,
period1,sc01,t5429, 45 , 45 ,,
period1,sc01,t5430, 45 , 45 ,,
period1,sc01,t5431, 45 , 45 ,,
period1,sc01,t5432, 45 , 45 ,,
period1,sc01,t5433, 45 , 45 ,,
period1,sc01,t5434, 45 , 45 ,,
period1,sc01,t5435, 10 , 10 ,,
period1,sc01,t5436, 10 , 10 ,,
period1,sc01,t5437, 10 , 10 ,,
period1,sc01,t5438, 10 , 10 ,,
period1,sc01,t5439, 10 , 10 ,,
period1,sc01,t5440, 10 , 10 ,,
period1,sc01,t5441, 45 , 45 ,,
period1,sc01,t5442, 45 , 45 ,,
period1,sc01,t5443, 45 , 45 ,,
period1,sc01,t5444, 45 , 45 ,,
period1,sc01,t5445, 45 , 45 ,,
period1,sc01,t5446, 45 , 45 ,,
period1,sc01,t5447, 45 , 45 ,,
period1,sc01,t5448, 45 , 45 ,,
period1,sc01,t5449, 45 , 45 ,,
period1,sc01,t5450, 45 , 45 ,,
period1,sc01,t5451, 45 , 45 ,,
period1,sc01,t5452, 45 , 45 ,,
period1,sc01,t5453, 45 , 45 ,,
period1,sc01,t5454, 45 , 45 ,,
period1,sc01,t5455, 45 , 45 ,,
period1,sc01,t5456, 45 , 45 ,,
period1,sc01,t5457, 45 , 45 ,,
period1,sc01,t5458, 45 , 45 ,,
period1,sc01,t5459, 10 , 10 ,,
period1,sc01,t5460, 10 , 10 ,,
period1,sc01,t5461, 10 , 10 ,,
period1,sc01,t5462, 10 , 10 ,,
period1,sc01,t5463, 10 , 10 ,,
period1,sc01,t5464, 10 , 10 ,,
period1,sc01,t5465, 45 , 45 ,,
period1,sc01,t5466, 45 , 45 ,,
period1,sc01,t5467, 45 , 45 ,,
period1,sc01,t5468, 45 , 45 ,,
period1,sc01,t5469, 45 , 45 ,,
period1,sc01,t5470, 45 , 45 ,,
period1,sc01,t5471, 45 , 45 ,,
period1,sc01,t5472, 45 , 45 ,,
period1,sc01,t5473, 45 , 45 ,,
period1,sc01,t5474, 45 , 45 ,,
period1,sc01,t5475, 45 , 45 ,,
period1,sc01,t5476, 45 , 45 ,,
period1,sc01,t5477, 45 , 45 ,,
period1,sc01,t5478, 45 , 45 ,,
period1,sc01,t5479, 45 , 45 ,,
period1,sc01,t5480, 45 , 45 ,,
period1,sc01,t5481, 45 , 45 ,,
period1,sc01,t5482, 45 , 45 ,,
period1,sc01,t5483, 10 , 10 ,,
period1,sc01,t5484, 10 , 10 ,,
period1,sc01,t5485, 10 , 10 ,,
period1,sc01,t5486, 10 , 10 ,,
period1,sc01,t5487, 10 , 10 ,,
period1,sc01,t5488, 10 , 10 ,,
period1,sc01,t5489, 45 , 45 ,,
period1,sc01,t5490, 45 , 45 ,,
period1,sc01,t5491, 45 , 45 ,,
period1,sc01,t5492, 45 , 45 ,,
period1,sc01,t5493, 45 , 45 ,,
period1,sc01,t5494, 45 , 45 ,,
period1,sc01,t5495, 45 , 45 ,,
period1,sc01,t5496, 45 , 45 ,,
period1,sc01,t5497, 45 , 45 ,,
period1,sc01,t5498, 45 , 45 ,,
period1,sc01,t5499, 45 , 45 ,,
period1,sc01,t5500, 45 , 45 ,,
period1,sc01,t5501, 45 , 45 ,,
period1,sc01,t5502, 45 , 45 ,,
period1,sc01,t5503, 45 , 45 ,,
period1,sc01,t5504, 45 , 45 ,,
period1,sc01,t5505, 45 , 45 ,,
period1,sc01,t5506, 45 , 45 ,,
period1,sc01,t5507, 10 , 10 ,,
period1,sc01,t5508, 10 , 10 ,,
period1,sc01,t5509, 10 , 10 ,,
period1,sc01,t5510, 10 , 10 ,,
period1,sc01,t5511, 10 , 10 ,,
period1,sc01,t5512, 10 , 10 ,,
period1,sc01,t5513, 45 , 45 ,,
period1,sc01,t5514, 45 , 45 ,,
period1,sc01,t5515, 45 , 45 ,,
period1,sc01,t5516, 45 , 45 ,,
period1,sc01,t5517, 45 , 45 ,,
period1,sc01,t5518, 45 , 45 ,,
period1,sc01,t5519, 45 , 45 ,,
period1,sc01,t5520, 45 , 45 ,,
period1,sc01,t5521, 45 , 45 ,,
period1,sc01,t5522, 45 , 45 ,,
period1,sc01,t5523, 45 , 45 ,,
period1,sc01,t5524, 45 , 45 ,,
period1,sc01,t5525, 45 , 45 ,,
period1,sc01,t5526, 45 , 45 ,,
period1,sc01,t5527, 45 , 45 ,,
period1,sc01,t5528, 45 , 45 ,,
period1,sc01,t5529, 45 , 45 ,,
period1,sc01,t5530, 45 , 45 ,,
period1,sc01,t5531, 10 , 10 ,,
period1,sc01,t5532, 10 , 10 ,,
period1,sc01,t5533, 10 , 10 ,,
period1,sc01,t5534, 10 , 10 ,,
period1,sc01,t5535, 10 , 10 ,,
period1,sc01,t5536, 10 , 10 ,,
period1,sc01,t5537, 45 , 45 ,,
period1,sc01,t5538, 45 , 45 ,,
period1,sc01,t5539, 45 , 45 ,,
period1,sc01,t5540, 45 , 45 ,,
period1,sc01,t5541, 45 , 45 ,,
period1,sc01,t5542, 45 , 45 ,,
period1,sc01,t5543, 45 , 45 ,,
period1,sc01,t5544, 45 , 45 ,,
period1,sc01,t5545, 45 , 45 ,,
period1,sc01,t5546, 45 , 45 ,,
period1,sc01,t5547, 45 , 45 ,,
period1,sc01,t5548, 45 , 45 ,,
period1,sc01,t5549, 45 , 45 ,,
period1,sc01,t5550, 45 , 45 ,,
period1,sc01,t5551, 45 , 45 ,,
period1,sc01,t5552, 45 , 45 ,,
period1,sc01,t5553, 45 , 45 ,,
period1,sc01,t5554, 45 , 45 ,,
period1,sc01,t5555, 10 , 10 ,,
period1,sc01,t5556, 10 , 10 ,,
period1,sc01,t5557, 10 , 10 ,,
period1,sc01,t5558, 10 , 10 ,,
period1,sc01,t5559, 10 , 10 ,,
period1,sc01,t5560, 10 , 10 ,,
period1,sc01,t5561, 45 , 45 ,,
period1,sc01,t5562, 45 , 45 ,,
period1,sc01,t5563, 45 , 45 ,,
period1,sc01,t5564, 45 , 45 ,,
period1,sc01,t5565, 45 , 45 ,,
period1,sc01,t5566, 45 , 45 ,,
period1,sc01,t5567, 45 , 45 ,,
period1,sc01,t5568, 45 , 45 ,,
period1,sc01,t5569, 45 , 45 ,,
period1,sc01,t5570, 45 , 45 ,,
period1,sc01,t5571, 45 , 45 ,,
period1,sc01,t5572, 45 , 45 ,,
period1,sc01,t5573, 45 , 45 ,,
period1,sc01,t5574, 45 , 45 ,,
period1,sc01,t5575, 45 , 45 ,,
period1,sc01,t5576, 45 , 45 ,,
period1,sc01,t5577, 45 , 45 ,,
period1,sc01,t5578, 45 , 45 ,,
period1,sc01,t5579, 10 , 10 ,,
period1,sc01,t5580, 10 , 10 ,,
period1,sc01,t5581, 10 , 10 ,,
period1,sc01,t5582, 10 , 10 ,,
period1,sc01,t5583, 10 , 10 ,,
period1,sc01,t5584, 10 , 10 ,,
period1,sc01,t5585, 45 , 45 ,,
period1,sc01,t5586, 45 , 45 ,,
period1,sc01,t5587, 45 , 45 ,,
period1,sc01,t5588, 45 , 45 ,,
period1,sc01,t5589, 45 , 45 ,,
period1,sc01,t5590, 45 , 45 ,,
period1,sc01,t5591, 45 , 45 ,,
period1,sc01,t5592, 45 , 45 ,,
period1,sc01,t5593, 45 , 45 ,,
period1,sc01,t5594, 45 , 45 ,,
period1,sc01,t5595, 45 , 45 ,,
period1,sc01,t5596, 45 , 45 ,,
period1,sc01,t5597, 45 , 45 ,,
period1,sc01,t5598, 45 , 45 ,,
period1,sc01,t5599, 45 , 45 ,,
period1,sc01,t5600, 45 , 45 ,,
period1,sc01,t5601, 45 , 45 ,,
period1,sc01,t5602, 45 , 45 ,,
period1,sc01,t5603, 10 , 10 ,,
period1,sc01,t5604, 10 , 10 ,,
period1,sc01,t5605, 10 , 10 ,,
period1,sc01,t5606, 10 , 10 ,,
period1,sc01,t5607, 10 , 10 ,,
period1,sc01,t5608, 10 , 10 ,,
period1,sc01,t5609, 45 , 45 ,,
period1,sc01,t5610, 45 , 45 ,,
period1,sc01,t5611, 45 , 45 ,,
period1,sc01,t5612, 45 , 45 ,,
period1,sc01,t5613, 45 , 45 ,,
period1,sc01,t5614, 45 , 45 ,,
period1,sc01,t5615, 45 , 45 ,,
period1,sc01,t5616, 45 , 45 ,,
period1,sc01,t5617, 45 , 45 ,,
period1,sc01,t5618, 45 , 45 ,,
period1,sc01,t5619, 45 , 45 ,,
period1,sc01,t5620, 45 , 45 ,,
period1,sc01,t5621, 45 , 45 ,,
period1,sc01,t5622, 45 , 45 ,,
period1,sc01,t5623, 45 , 45 ,,
period1,sc01,t5624, 45 , 45 ,,
period1,sc01,t5625, 45 , 45 ,,
period1,sc01,t5626, 45 , 45 ,,
period1,sc01,t5627, 10 , 10 ,,
period1,sc01,t5628, 10 , 10 ,,
period1,sc01,t5629, 10 , 10 ,,
period1,sc01,t5630, 10 , 10 ,,
period1,sc01,t5631, 10 , 10 ,,
period1,sc01,t5632, 10 , 10 ,,
period1,sc01,t5633, 45 , 45 ,,
period1,sc01,t5634, 45 , 45 ,,
period1,sc01,t5635, 45 , 45 ,,
period1,sc01,t5636, 45 , 45 ,,
period1,sc01,t5637, 45 , 45 ,,
period1,sc01,t5638, 45 , 45 ,,
period1,sc01,t5639, 45 , 45 ,,
period1,sc01,t5640, 45 , 45 ,,
period1,sc01,t5641, 45 , 45 ,,
period1,sc01,t5642, 45 , 45 ,,
period1,sc01,t5643, 45 , 45 ,,
period1,sc01,t5644, 45 , 45 ,,
period1,sc01,t5645, 45 , 45 ,,
period1,sc01,t5646, 45 , 45 ,,
period1,sc01,t5647, 45 , 45 ,,
period1,sc01,t5648, 45 , 45 ,,
period1,sc01,t5649, 45 , 45 ,,
period1,sc01,t5650, 45 , 45 ,,
period1,sc01,t5651, 10 , 10 ,,
period1,sc01,t5652, 10 , 10 ,,
period1,sc01,t5653, 10 , 10 ,,
period1,sc01,t5654, 10 , 10 ,,
period1,sc01,t5655, 10 , 10 ,,
period1,sc01,t5656, 10 , 10 ,,
period1,sc01,t5657, 45 , 45 ,,
period1,sc01,t5658, 45 , 45 ,,
period1,sc01,t5659, 45 , 45 ,,
period1,sc01,t5660, 45 , 45 ,,
period1,sc01,t5661, 45 , 45 ,,
period1,sc01,t5662, 45 , 45 ,,
period1,sc01,t5663, 45 , 45 ,,
period1,sc01,t5664, 45 , 45 ,,
period1,sc01,t5665, 45 , 45 ,,
period1,sc01,t5666, 45 , 45 ,,
period1,sc01,t5667, 45 , 45 ,,
period1,sc01,t5668, 45 , 45 ,,
period1,sc01,t5669, 45 , 45 ,,
period1,sc01,t5670, 45 , 45 ,,
period1,sc01,t5671, 45 , 45 ,,
period1,sc01,t5672, 45 , 45 ,,
period1,sc01,t5673, 45 , 45 ,,
period1,sc01,t5674, 45 , 45 ,,
period1,sc01,t5675, 10 , 10 ,,
period1,sc01,t5676, 10 , 10 ,,
period1,sc01,t5677, 10 , 10 ,,
period1,sc01,t5678, 10 , 10 ,,
period1,sc01,t5679, 10 , 10 ,,
period1,sc01,t5680, 10 , 10 ,,
period1,sc01,t5681, 45 , 45 ,,
period1,sc01,t5682, 45 , 45 ,,
period1,sc01,t5683, 45 , 45 ,,
period1,sc01,t5684, 45 , 45 ,,
period1,sc01,t5685, 45 , 45 ,,
period1,sc01,t5686, 45 , 45 ,,
period1,sc01,t5687, 45 , 45 ,,
period1,sc01,t5688, 45 , 45 ,,
period1,sc01,t5689, 45 , 45 ,,
period1,sc01,t5690, 45 , 45 ,,
period1,sc01,t5691, 45 , 45 ,,
period1,sc01,t5692, 45 , 45 ,,
period1,sc01,t5693, 45 , 45 ,,
period1,sc01,t5694, 45 , 45 ,,
period1,sc01,t5695, 45 , 45 ,,
period1,sc01,t5696, 45 , 45 ,,
period1,sc01,t5697, 45 , 45 ,,
period1,sc01,t5698, 45 , 45 ,,
period1,sc01,t5699, 10 , 10 ,,
period1,sc01,t5700, 10 , 10 ,,
period1,sc01,t5701, 10 , 10 ,,
period1,sc01,t5702, 10 , 10 ,,
period1,sc01,t5703, 10 , 10 ,,
period1,sc01,t5704, 10 , 10 ,,
period1,sc01,t5705, 45 , 45 ,,
period1,sc01,t5706, 45 , 45 ,,
period1,sc01,t5707, 45 , 45 ,,
period1,sc01,t5708, 45 , 45 ,,
period1,sc01,t5709, 45 , 45 ,,
period1,sc01,t5710, 45 , 45 ,,
period1,sc01,t5711, 45 , 45 ,,
period1,sc01,t5712, 45 , 45 ,,
period1,sc01,t5713, 45 , 45 ,,
period1,sc01,t5714, 45 , 45 ,,
period1,sc01,t5715, 45 , 45 ,,
period1,sc01,t5716, 45 , 45 ,,
period1,sc01,t5717, 45 , 45 ,,
period1,sc01,t5718, 45 , 45 ,,
period1,sc01,t5719, 45 , 45 ,,
period1,sc01,t5720, 45 , 45 ,,
